path,label
"DataMNAs\Mohammad_Riaz_Fatyana\Mohammad_Riaz_Fatyana_MNA, Mr. Mohammad Riaz Fatyana expresses his views during the National Assembly .wav",Mohammad_Riaz_Fatyana
"DataMNAs\Mohammad_Riaz_Fatyana\Mohammad_Riaz_Fatyana_MNA, Mr. Mohammad Riaz Fatyana expresses views on the amendments on the Finance .wav",Mohammad_Riaz_Fatyana
"DataMNAs\Mohammad_Riaz_Fatyana\Mohammad_Riaz_Fatyana_Mr. Mohammad Riaz Fatyana, MNA, expressed his views on the cut motions on the De.wav",Mohammad_Riaz_Fatyana
DataMNAs\Mohammad_Riaz_Fatyana\Mohammad_Riaz_Fatyana_Riaz Fatyana Complete Speech in National Assembly ã´? 30 April 2019.wav,Mohammad_Riaz_Fatyana
"DataMNAs\Muhammad_Ali_Sarfraz\Muhammad_Ali_Sarfraz_MNA, Mr. Muhammad Ali Sarfraz expresses his views during the National Assembly B.wav",Muhammad_Ali_Sarfraz
"DataMNAs\Muhammad_Ali_Sarfraz\Muhammad_Ali_Sarfraz_MNA, Mr. Muhammad Ali Sarfraz expresses views on the amendments on the Finance B.wav",Muhammad_Ali_Sarfraz
DataMNAs\Muhammad_Ali_Sarfraz\Muhammad_Ali_Sarfraz_Muhammad Ali sarfraz MNA national assembly of Pakistan speech.wav,Muhammad_Ali_Sarfraz
DataMNAs\Muhammad_Ali_Sarfraz\Muhammad_Ali_Sarfraz_PTI Ali Sarfaraz Emotional Speech In National Assembly ã´? PTI MNA From Faisalabad.wav,Muhammad_Ali_Sarfraz
DataMNAs\Muhammad_Ali_Sarfraz\Muhammad_Ali_Sarfraz_PTI Muhammad Ali Sarfraz Fiery Speech In National Assembly ã´?  Charsadda Journali.wav,Muhammad_Ali_Sarfraz
DataMNAs\Muhammad_Arshad_Sahi\Muhammad_Arshad_Sahi_Gup Shab With Vasay Chaudhry ã´? M. Arshad Sahi (MNA PTI) ã´? Laiba Mirza (Model) ã´? .wav,Muhammad_Arshad_Sahi
"DataMNAs\Muhammad_Arshad_Sahi\Muhammad_Arshad_Sahi_Mr. Muhammad Arshad Sahi, MNA, expresses his views during the discussion on The .wav",Muhammad_Arshad_Sahi
"DataMNAs\Muhammad_Arshad_Sahi\Muhammad_Arshad_Sahi_Mr. Muhammad Arshad Sahi, MNA, expresses his views during the NA Session.wav",Muhammad_Arshad_Sahi
DataMNAs\Muhammad_Arshad_Sahi\Muhammad_Arshad_Sahi_Muhammad Arshad sahi PTI MNA national assembly of Pakistan speech general Discus.wav,Muhammad_Arshad_Sahi
DataMNAs\Muhammad_Arshad_Sahi\Muhammad_Arshad_Sahi_PTI Leaders Arrest ã´?ã´? Muhammad Arshad Sahi Blasting Speech In National Assembly.wav,Muhammad_Arshad_Sahi
"DataMNAs\Muhammad_Aslam_Ghumman\Muhammad_Aslam_Ghumman_MNA, Mr. Muhammad Aslam Ghumman expresses views on the amendments on the Finance.wav",Muhammad_Aslam_Ghumman
"DataMNAs\Muhammad_Aslam_Ghumman\Muhammad_Aslam_Ghumman_Mr M. Aslam Ghumman, MNA expressed his views on cut-motions on Demand of Grants .wav",Muhammad_Aslam_Ghumman
"DataMNAs\Muhammad_Aslam_Ghumman\Muhammad_Aslam_Ghumman_Mr. Muhammad Aslam Ghumman, MNA - Federal Minister Dr. Tariq Fazal Chaudhary - Q.wav",Muhammad_Aslam_Ghumman
"DataMNAs\Muhammad_Aslam_Ghumman\Muhammad_Aslam_Ghumman_Mr. Muhammad Aslam Ghumman, MNA, expressed his views on cut motions on Demand fo.wav",Muhammad_Aslam_Ghumman
DataMNAs\Muhammad_Aslam_Ghumman\Muhammad_Aslam_Ghumman_PTI MNA Brig Aslam Ghumman Hard Hitting Speech In National Assembly.wav,Muhammad_Aslam_Ghumman
DataMNAs\Muhammad_Shehbaz_Sharif\Muhammad_Shehbaz_Sharif_PM Mian Muhammad Shahbaz Sharif address to the National constitution Convention .wav,Muhammad_Shehbaz_Sharif
DataMNAs\Muhammad_Shehbaz_Sharif\Muhammad_Shehbaz_Sharif_PM Mian Muhammad Shahbaz Sharif addresses in the National Assembly ã´? National As.wav,Muhammad_Shehbaz_Sharif
DataMNAs\Muhammad_Shehbaz_Sharif\Muhammad_Shehbaz_Sharif_PM Mian Muhammad Shahbaz Sharif speech in National Assembly ã´? National Assembly .wav,Muhammad_Shehbaz_Sharif
DataMNAs\Muhammad_Shehbaz_Sharif\Muhammad_Shehbaz_Sharif_Prime Minister  Mian Muhammad Shahbaz Sharif addresses NA Session ã´? National Ass.wav,Muhammad_Shehbaz_Sharif
DataMNAs\Muhammad_Shehbaz_Sharif\Muhammad_Shehbaz_Sharif PM Mian Muhammad Shahbaz Sharif addresses in PNA.wav,Muhammad_Shehbaz_Sharif
DataMNAs\Naseer_Ahmed_Abbas\Naseer_Ahmed_Abbas_Ch Naseer Abbas Sidhu Powerful Speech in National Assembly ã´? Budget 2025 & PTI A.wav,Naseer_Ahmed_Abbas
DataMNAs\Naseer_Ahmed_Abbas\Naseer_Ahmed_Abbas_Ch Naseer Abbas Sidhu Powerful Speech.wav,Naseer_Ahmed_Abbas
"DataMNAs\Naseer_Ahmed_Abbas\Naseer_Ahmed_Abbas_MNA, Choudhary Naseer Ahmed Abbas expresses his views during the NA Budget Sessi.wav",Naseer_Ahmed_Abbas
"DataMNAs\Naseer_Ahmed_Abbas\Naseer_Ahmed_Abbas_MNA, Choudhary Naseer Ahmed Abbas expresses.wav",Naseer_Ahmed_Abbas
DataMNAs\Naseer_Ahmed_Abbas\Naseer_Ahmed_Abbas Ch Naseer Abbas Sidhu Powerful Speech in National Assembly.wav,Naseer_Ahmed_Abbas
"DataMNAs\Nasir_Iqbal_Bosal\Nasir_Iqbal_Bosal_MNA, Mr. Nasir Iqbal Bosal expresses his views during the National Assembly Budg.wav",Nasir_Iqbal_Bosal
DataMNAs\Nasir_Iqbal_Bosal\Nasir_Iqbal_Bosal_Nasir Iqbal Bosal Speech In National Assembly ã´? 25 June 2020.wav,Nasir_Iqbal_Bosal
"DataMNAs\Nasir_Iqbal_Bosal\Nasir_Iqbal_Bosal_Noon League MNA Nasir Bosal Ki Qatloon ki Pushat Panahi, DPO Khamosh Tamashai.wav",Nasir_Iqbal_Bosal
DataMNAs\Nasir_Iqbal_Bosal\Nasir_Iqbal_Bosal_PMLN crossed every limit of breaking laws.wav,Nasir_Iqbal_Bosal
DataMNAs\Nasir_Iqbal_Bosal\Nasir_Iqbal_Bosal_PMLN Nasir Iqbal Bosal Speech In National Assembly ã´?ã´? Big Demand From Imran Khan.wav,Nasir_Iqbal_Bosal
"DataMNAs\Rana_Atif\Rana_Atif_MNA, Mr. Rana Atif expressed his views on cut motions regarding Demand#43 of the.wav",Rana_Atif
"DataMNAs\Rana_Atif\Rana_Atif_MNA, Mr. Rana Atif expressed his views on the proposed amendment concerning the .wav",Rana_Atif
"DataMNAs\Rana_Atif\Rana_Atif_MNA, Rana Atif expresses his views during the National Assembly Budget Session 2.wav",Rana_Atif
"DataMNAs\Rana_Atif\Rana_Atif_Rana Atif, MNA expressed his views on cut-motions on Demand of Grants of Commerc.wav",Rana_Atif
"DataMNAs\Rana_Atif\Rana_Atif_Rana Atif, MNA expressed his views on the cut-motions moved during the NA Sessio.wav",Rana_Atif
DataMNAs\Rana_Muhammad_Qasim_Noon\Rana_Muhammad_Hayat_Khan_MNA Rana Muhammad Hayat Khan ã´? Federal Minister Sardar Awais Ahmad Khan Laghari'.wav,Rana_Muhammad_Qasim_Noon
DataMNAs\Rana_Muhammad_Qasim_Noon\Rana_Muhammad_Qasim_Noon_MNA Rana Muhammad Qasim Noon budget speech ã´? National Assembly of Pakistan.wav,Rana_Muhammad_Qasim_Noon
DataMNAs\Rana_Muhammad_Qasim_Noon\Rana_Muhammad_Qasim_Noon_MNA Rana Muhammad Qasim Noon budget speech.wav,Rana_Muhammad_Qasim_Noon
DataMNAs\Rana_Muhammad_Qasim_Noon\Rana_Muhammad_Qasim_Noon_Rana Muhammad Qasim Noon MNA Na 159 speech at national assembly of Pakistan 24-0.wav,Rana_Muhammad_Qasim_Noon
DataMNAs\Rana_Muhammad_Qasim_Noon\Rana_Muhammad_Qasim_Noon_Rana Muhammad Qasim Noon MNA Na 159 speech at national assembly.wav,Rana_Muhammad_Qasim_Noon
"DataMNAs\Rana_Tanveer_Hussain\Rana_Tanveer_Hussain_Fed. Minister for National Food Security & Research, Rana Tanveer Hussain respon.wav",Rana_Tanveer_Hussain
"DataMNAs\Rana_Tanveer_Hussain\Rana_Tanveer_Hussain_Minister for National Food Sec. & Research, Rana Tanveer Hussain expresses his v.wav",Rana_Tanveer_Hussain
DataMNAs\Rana_Tanveer_Hussain\Rana_Tanveer_Hussain_MNA Rana Tanveer Hussain Budget Speechã´? National Assembly of Pakistan.wav,Rana_Tanveer_Hussain
DataMNAs\Rana_Tanveer_Hussain\Rana_Tanveer_Hussain_PMLN Rana Tanveer Hussain Sensational Speech In National Assembly ã´? 30 June 2021.wav,Rana_Tanveer_Hussain
DataMNAs\Rana_Tanveer_Hussain\Rana_Tanveer_Hussain_Rana Tanveer Latest Speech in National Assembly ã´? Budget 2023-24 ã´? 12 June 2023.wav,Rana_Tanveer_Hussain
DataMNAs\Shahid_Usman\Shahid_Usman Parliamentary Secretary.wav,Shahid_Usman
DataMNAs\Shahid_Usman\Shahid_Usman_Dirty Politics EXPOSED ã´? MNA Khan Left Behind ã´? Imran Khan vs PMLN ã´? On The Fron.wav,Shahid_Usman
"DataMNAs\Shahid_Usman\Shahid_Usman_Parliamentary Secretary for Industries and Production, Mr. Shahid Usman ã´? NA Bud.wav",Shahid_Usman
DataMNAs\Shahid_Usman\Shahid_Usman_PMLN Shahid Usman Ibrahim Emotional Speech On Budget In National Assembly.wav,Shahid_Usman
DataMNAs\Shahid_Usman\Shahid_Usman_Why PMLN Accepting PTI Dissident Membersã¨? ã´? Kamran Shahid Analysis ã´? On The Fron.wav,Shahid_Usman
DataMNAs\Shezra_Mansab_Ali_Khan_Kharal\Shezra_Mansab_Ali_Khan_Kharal_MNA Ms. Mussarat Rafique Mahesar ã´? MÉ??O State Dr. Shezra Mansab Ali Khan Kharal ã´?.wav,Shezra_Mansab_Ali_Khan_Kharal
"DataMNAs\Shezra_Mansab_Ali_Khan_Kharal\Shezra_Mansab_Ali_Khan_Kharal_Mr. Adil Khan Bazai, MNA - State Minister, Dr. Shezra Mansab Ali Khan Kharal - Q.wav",Shezra_Mansab_Ali_Khan_Kharal
"DataMNAs\Shezra_Mansab_Ali_Khan_Kharal\Shezra_Mansab_Ali_Khan_Kharal_Mr. Umair Khan Niazi, MNA - State Minister Dr. Shezra Mansab Ali Khan Kharal - Q.wav",Shezra_Mansab_Ali_Khan_Kharal
"DataMNAs\Shezra_Mansab_Ali_Khan_Kharal\Shezra_Mansab_Ali_Khan_Kharal_Ms. Zartaj Gul, MNA ã´? MÉ??O State Dr. Shezra Mansab Ali Khan Kharal ã´? Question Hou.wav",Shezra_Mansab_Ali_Khan_Kharal
DataMNAs\Shezra_Mansab_Ali_Khan_Kharal\Shezra_Mansab_Ali_Khan_Kharal_PERSPECTIVE ã´? Navigating Pakistan's Political Landscape ã´? 8-11-2024.wav,Shezra_Mansab_Ali_Khan_Kharal
"DataMNAs\Syeda_Nosheen_Iftikhar\Syeda_Nosheen_Iftikhar Syeda Nosheen Iftikhar MNA, Motion & Resolution on CSS Upper Age Limit.wav",Syeda_Nosheen_Iftikhar
"DataMNAs\Syeda_Nosheen_Iftikhar\Syeda_Nosheen_Iftikhar_MNA, Syeda Nosheen Iftikhar expressed her views on the proposed amendment concer.wav",Syeda_Nosheen_Iftikhar
DataMNAs\Syeda_Nosheen_Iftikhar\Syeda_Nosheen_Iftikhar_Nosheen Iftikhar First Speech In National Assembly.wav,Syeda_Nosheen_Iftikhar
"DataMNAs\Syeda_Nosheen_Iftikhar\Syeda_Nosheen_Iftikhar_Syeda Nosheen Iftikhar MNA, Motion & Resolution on CSS Upper Age Limit Increase.wav",Syeda_Nosheen_Iftikhar
"DataMNAs\Syeda_Nosheen_Iftikhar\Syeda_Nosheen_Iftikhar_Syeda Nosheen Iftikhar, President of Young Parliamentarians Forum. Member Nation.wav",Syeda_Nosheen_Iftikhar
DataMNAs\Tehmina_Daultana\Tehmina_Daultana Member National Assembly.wav,Tehmina_Daultana
DataMNAs\Tehmina_Daultana\Tehmina_Daultana_Member National Assembly Tehmina Daultana message on Pakistan day.wav,Tehmina_Daultana
"DataMNAs\Tehmina_Daultana\Tehmina_Daultana_MNA, Begum Tehmina Daultana expresses his views during the National Assembly Bud.wav",Tehmina_Daultana
DataMNAs\Tehmina_Daultana\Tehmina_Daultana_National Assembly Fight ã´? Tehmina Daultana vs Sheikh Waqas Akramã´? Breaking News.wav,Tehmina_Daultana
DataMNAs\Tehmina_Daultana\Tehmina_Daultana_Tehmina Daultana Fiery Speech in National Assembly ã´? Heavy Fight ã´? 24 News HD.wav,Tehmina_Daultana
DataMNAs\Umair_Khan_Niazi\Umair_Khan_Niazi_MNA Mr. Umair Khan Niazi expresses his views on Senate recommendations during NA.wav,Umair_Khan_Niazi
"DataMNAs\Umair_Khan_Niazi\Umair_Khan_Niazi_MNA, Mr. Umair Khan Niazi expresses views on the amendments on the Finance Bill,.wav",Umair_Khan_Niazi
"DataMNAs\Umair_Khan_Niazi\Umair_Khan_Niazi_Mr. Umair Khan Niazi, MNA expressed his views on the cut-motions moved during th.wav",Umair_Khan_Niazi
"DataMNAs\Umair_Khan_Niazi\Umair_Khan_Niazi_Mr. Umair Khan Niazi, MNA, expressed his views on cut motions on Demand for Gran.wav",Umair_Khan_Niazi
DataMNAs\Umair_Khan_Niazi\Umair_Khan_Niazi_PTI MNA Umair Khan Niazi Speech on Budget 2025-26 in National Assembly (14.06.20.wav,Umair_Khan_Niazi
